Name_0,Name_1,PSRJ_0,PSRJ_1,ZZ,XX,YY,DISC_DATE,
J1613-5211,mlc+01,J1613-5211,mlc+01,-0.06,-2.27,4.37,2001,
J1613-5234,mlc+01,J1613-5234,mlc+01,-0.14,-3.61,2.01,2001,
B1612+07,mlt+78,J1614+0737,mlt+78,1.01,0.45,7.30,1978,
J1614-2230,crh+06a,J1614-2230,crh+06a,0.24,-0.08,7.85,2006,
J1614-23,crh+06a,J1614-23,crh+06a,1.08,-0.42,5.54,2006,
J1614-38,bbb+12,J1614-38,bbb+12,0.85,-1.81,3.34,2012,
J1614-3937,mld+96,J1614-3937,mld+96,1.52,-3.61,-1.41,1996,
B1610-50,jlm+92,J1614-5048,jlm+92,0.02,-2.40,3.94,1992,
J1614-5144,kbm+03,J1614-5144,kbm+03,-0.06,-2.92,3.10,2003,
J1614-5402,kbm+03,J1614-5402,kbm+03,-0.23,-2.91,3.45,2003,
B1612-29,mlt+78,J1615-2940,mlt+78,0.45,-0.36,6.88,1978,
J1615-5444,kbm+03,J1615-5444,kbm+03,-0.33,-3.48,2.57,2003,
B1611-55,jlm+92,J1615-5537,jlm+92,-0.19,-1.64,5.77,1992,
J1616-5017,ncb+15,J1616-5017,ncb+15,0.02,-1.59,5.40,2015,
J1616-5109,mlc+01,J1616-5109,mlc+01,-0.04,-3.19,2.44,2001,
J1616-5208,mlc+01,J1616-5208,mlc+01,-0.11,-2.87,3.22,2001,
J1617-4216,ebvb01,J1617-4216,ebvb01,0.75,-2.65,1.76,2001,
J1617-4608,lfl+06,J1617-4608,lfl+06,0.61,-4.53,-1.59,2006,
J1617-5055,kcm+98,J1617-5055,kcm+98,-0.02,-2.19,4.30,1998,
J1618-3921,eb01b,J1618-3921,eb01b,0.76,-1.80,3.34,2001,
J1618-4723,kbm+03,J1618-4723,kbm+03,0.12,-1.30,5.70,2003,
J1619-42,kek+13,J1619-42,kek+13,0.83,-2.91,0.94,2013,
J1620-4927,pga+12,J1620-4927,pga+12,0.00,-0.00,8.50,2012,
J1620-5414,hfs+04,J1620-5414,hfs+04,-0.10,-0.97,6.78,2004,
J1621-5039,mlc+01,J1621-5039,mlc+01,-0.03,-1.77,5.00,2001,
J1621-5243,kbm+03,J1621-5243,kbm+03,-0.23,-3.04,2.84,2003,
J1622-3751,bbb+12,J1622-3751,bbb+12,1.70,-3.48,-2.43,2012,
J1622-4332,lml+98,J1622-4332,lml+98,0.74,-3.60,-0.55,1998,
J1622-4347,lfl+06,J1622-4347,lfl+06,0.37,-1.87,3.84,2006,
J1622-4802,mlc+01,J1622-4802,mlc+01,0.11,-2.24,3.67,2001,
J1622-4845,ncb+15,J1622-4845,ncb+15,0.05,-1.82,4.67,2015,
J1622-4944,mlc+01,J1622-4944,mlc+01,-0.00,-2.38,3.64,2001,
J1622-4950,lbb+10,J1622-4950,lbb+10,-0.01,-2.45,3.50,2010,
J1622-6617,kjb+12,J1622-6617,kjb+12,-0.81,-2.44,5.37,2012,
J1623-0841,blr+13,J1623-0841,blr+13,2.14,0.42,4.39,2013,
B1620-09,mlt+78,J1623-0908,mlt+78,11.42,2.05,-13.64,1978,
B1620-26,lbb+88,J1623-2631,lbb+88,0.49,-0.27,6.79,1988,
B1620-42,mlt+78,J1623-4256,mlt+78,1.74,-7.74,-11.55,1978,
J1623-4949,mlc+01,J1623-4949,mlc+01,-0.01,-1.47,5.48,2001,
J1623-5005,cwp+17,J1623-5005,cwp+17,-0.00,-0.00,8.50,2017,
J1624-4041,cwp+17,J1624-4041,cwp+17,0.00,-0.00,8.50,2017,
J1624-4411,lfl+06,J1624-4411,lfl+06,0.21,-1.24,5.41,2006,
J1624-4613,lfl+06,J1624-4613,lfl+06,0.19,-1.90,4.12,2006,
J1624-4721,kbm+03,J1624-4721,kbm+03,0.14,-2.30,3.36,2003,
J1625-4048,mld+96,J1625-4048,mld+96,0.58,-1.85,3.24,1996,
J1625-4904,mlc+01,J1625-4904,mlc+01,0.01,-2.24,3.75,2001,
J1625-4913,kjv+10,J1625-4913,kjv+10,0.00,-2.28,3.71,2010,
J1626-44,kek+13,J1626-44,kek+13,0.47,-3.07,0.79,2013,
J1626-4537,kbm+03,J1626-4537,kbm+03,0.21,-1.92,3.91,2003,
J1626-4807,mlc+01,J1626-4807,mlc+01,0.08,-3.11,1.67,2001,
J1626-6621,bbb+12,J1626-6621,bbb+12,-0.79,-2.28,5.55,2012,
J1627+1419,fcwa95,J1627+1419,fcwa95,2.68,1.70,5.57,1995,
J1627-4706,lfl+06,J1627-4706,lfl+06,0.14,-2.57,2.63,2006,
J1627-4845,kmj+96,J1627-4845,kmj+96,0.01,-2.05,4.07,1996,
J1627-49,ncb+15,J1627-49,ncb+15,-0.07,-2.40,3.51,2015,
J1627-51,ncb+15,J1627-51,ncb+15,-0.10,-1.68,5.15,2015,
J1627-5547,kbm+03,J1627-5547,kbm+03,-0.42,-2.51,4.14,2003,
J1627-5936,kjv+10,J1627-5936,kjv+10,-0.44,-1.81,5.67,2010,
J1627+86,slr+14,J1627+86,slr+14,3.69,5.77,11.84,2014,
J1628-3205,rap+12,J1628-3205,rap+12,0.24,-0.26,7.33,2012,
J1628-4804,mlc+01,J1628-4804,mlc+01,0.06,-2.82,2.23,2001,
J1628-4828,kbm+03,J1628-4828,kbm+03,0.02,-2.79,2.38,2003,
J1629-3636,bbb+12,J1629-3636,bbb+12,0.60,-1.13,4.47,2012,
J1629+43,slr+14,J1629+43,slr+14,0.37,0.37,8.36,2014,
J1629-6902,eb01b,J1629-6902,eb01b,-0.23,-0.59,7.78,2001,
J1630+37,rap+12,J1630+37,rap+12,0.81,0.74,8.06,2012,
J1630-4719,kbm+03,J1630-4719,kbm+03,0.07,-2.17,3.50,2003,
B1626-47,jlm+92,J1630-4733,jlm+92,0.05,-2.00,3.93,1992,
J1631-1612,rsm+13,J1631-1612,rsm+13,0.30,0.01,7.72,2013,
J1631-4155,lfl+06,J1631-4155,lfl+06,0.82,-3.57,-1.65,2006,
J1632-1013,crh+06a,J1632-1013,crh+06a,4.34,0.98,-0.92,2006,
J1632-4509,hfs+04,J1632-4509,hfs+04,0.40,-4.23,-2.16,2004,
J1632-4621,mlc+01,J1632-4621,mlc+01,0.19,-3.86,-0.83,2001,
J1632-4757,hfs+04,J1632-4757,hfs+04,0.01,-1.95,4.07,2004,
J1632-4818,mlc+01,J1632-4818,mlc+01,-0.02,-2.15,3.65,2001,
J1633-2009,blr+13,J1633-2009,blr+13,0.74,-0.09,6.27,2013,
B1630-44,jlm+92,J1633-4453,jlm+92,0.52,-5.41,-5.39,1992,
J1633-4805,kbm+03,J1633-4805,kbm+03,-0.01,-2.48,2.85,2003,
B1629-50,jlm+92,J1633-5015,jlm+92,-0.16,-2.57,3.07,1992,
J1634-49,ncb+15,J1634-49,ncb+15,-0.30,-4.91,-2.09,2015,
J1634-5107,lfl+06,J1634-5107,lfl+06,-0.29,-3.14,2.02,2006,
J1634-5640,bbb+12,J1634-5640,bbb+12,-0.58,-2.71,3.79,2012,
J1635-1511,jbo+09,J1635-1511,jbo+09,0.52,0.05,7.16,2009,
B1633+24,skk+80,J1635+2418,skk+80,1.56,1.27,7.14,1980,
J1635-26,bbb+12,J1635-26,bbb+12,2.56,-1.24,-1.65,2012,
J1635-4513,kbm+03,J1635-4513,kbm+03,0.20,-2.78,1.35,2003,
J1635-4735,etm+09,J1635-4735,etm+09,-0.00,-0.00,8.50,2009,
J1635-4944,kbm+03,J1635-4944,kbm+03,-0.20,-3.06,1.81,2003,
B1630-59,mlt+78,J1635-5954,mlt+78,-1.04,-3.81,2.47,1978,
J1636-4440,kel+09,J1636-4440,kel+09,0.39,-4.43,-3.14,2009,
J1636-4803,kbm+03,J1636-4803,kbm+03,-0.04,-1.88,4.13,2003,
J1636-4933,kbm+03,J1636-4933,kbm+03,-0.28,-4.21,-0.81,2003,
J1637-4335,kbm+03,J1637-4335,kbm+03,1.00,-8.47,-15.00,2003,
J1637-4450,lfl+06,J1637-4450,lfl+06,0.29,-4.06,-2.20,2006,
B1634-45,jlm+92,J1637-4553,jlm+92,0.05,-1.26,5.30,1992,
J1637-46,kek+13,J1637-46,kek+13,0.06,-2.13,3.17,2013,
J1637-4642,kbm+03,J1637-4642,kbm+03,0.02,-1.67,4.42,2003,
J1637-4721,kbm+03,J1637-4721,kbm+03,-0.01,-1.71,4.42,2003,
J1637-4816,kel+09,J1637-4816,kel+09,-0.11,-2.90,1.76,2009,
J1638-3815,lfl+06,J1638-3815,lfl+06,1.91,-5.14,-9.73,2006,
J1638-3951,eklk13,J1638-3951,eklk13,1.21,-4.27,-5.47,2013,
J1638-42,bbb+12,J1638-42,bbb+12,1.15,-7.37,-12.93,2012,
J1638-4344,kbm+03,J1638-4344,kbm+03,0.17,-1.61,4.04,2003,
J1638-44,ncb+15,J1638-44,ncb+15,0.34,-4.39,-3.20,2015,
J1638-4417,hfs+04,J1638-4417,hfs+04,0.36,-4.16,-2.78,2004,
J1638-4608,kbm+03,J1638-4608,kbm+03,0.04,-1.69,4.25,2003,
J1638-4725,lfl+06,J1638-4725,lfl+06,-0.02,-1.82,4.13,2006,
J1638-5226,kbm+03,J1638-5226,kbm+03,-0.28,-1.87,4.72,2003,
J1639-4359,kbm+03,J1639-4359,kbm+03,0.16,-1.67,3.91,2003,
B1635-45,jlm+92,J1639-4604,jlm+92,0.03,-1.39,4.97,1992,
J1640+2224,wol95,J1640+2224,wol95,0.94,0.78,7.60,1995,
J1640-4631,gth+14,J1640-4631,gth+14,-0.00,-4.71,-3.35,2014,
J1640-4648,kbm+03,J1640-4648,kbm+03,-0.02,-1.67,4.35,2003,
B1636-47,jlm+92,J1640-4715,jlm+92,-0.04,-1.86,3.96,1992,
J1640-4951,kbm+03,J1640-4951,kbm+03,-0.38,-4.05,-0.53,2003,
J1641-2347,ebvb01,J1641-2347,ebvb01,0.23,-0.06,7.61,2001,
B1639+36A,kapw91,J1641+3627A,kapw91,4.26,4.21,5.97,1991,
B1639+36B,and92,J1641+3627B,and92,4.26,4.21,5.97,1992,
J1641+3627C,hrs+07,J1641+3627C,hrs+07,4.26,4.21,5.97,2007,
J1641+3627D,hrs+07,J1641+3627D,hrs+07,4.26,4.21,5.97,2007,
J1641+3627E,hrs+07,J1641+3627E,hrs+07,4.26,4.21,5.97,2007,
J1643-1224,lnl+95,J1643-1224,lnl+95,0.27,0.07,7.81,1995,
J1643-4505,lfl+06,J1643-4505,lfl+06,0.05,-1.64,4.05,2006,
J1643-4522,kbm+03,J1643-4522,kbm+03,0.03,-1.62,4.17,2003,
J1643-4550,kbm+03,J1643-4550,kbm+03,0.01,-1.56,4.41,2003,
J1644-44,kek+13,J1644-44,kek+13,0.17,-3.14,-0.38,2013,
B1641-45,kac+73,J1644-4559,kac+73,-0.02,-1.60,4.29,1973,
J1644-46,kek+13,J1644-46,kek+13,-0.03,-1.55,4.51,2013,
J1644-4657,eklk13,J1644-4657,eklk13,-0.10,-2.49,2.20,2013,
B1642-03,ht69,J1645-0317,ht69,0.58,0.29,7.35,1969,
J1645+1012,fcwa95,J1645+1012,fcwa95,2.11,1.54,5.57,1995,
J1646-2142,rap+12,J1646-2142,rap+12,0.25,-0.03,7.56,2012,
J1646-4308,kbm+03,J1646-4308,kbm+03,0.39,-5.09,-6.80,2003,
B1643-43,jlm+92,J1646-4346,jlm+92,0.11,-2.02,2.59,1992,
J1646-5123,lfl+06,J1646-5123,lfl+06,-0.75,-4.58,-1.45,2006,
B1641-68,mlt+78,J1646-6831,mlt+78,-0.32,-0.74,7.56,1978,
J1647-3607,bb10,J1647-3607,bb10,1.60,-3.54,-6.94,2010,
J1647-4552,mcc+06,J1647-4552,mcc+06,-0.00,-0.00,8.50,2006,
J1647+66,slr+14,J1647+66,slr+14,1.28,1.69,8.71,2014,
J1648-3256,mld+96,J1648-3256,mld+96,0.91,-1.21,1.94,1996,
J1648-4458,kbm+03,J1648-4458,kbm+03,0.00,-1.86,3.30,2003,
J1648-4611,kbm+03,J1648-4611,kbm+03,-0.06,-1.57,4.32,2003,
J1648-6044,kjv+10,J1648-6044,kjv+10,-0.98,-2.89,3.84,2010,
J1649+2533,fcwa95,J1649+2533,fcwa95,15.08,14.26,-5.44,1995,
J1649-3805,lfl+06,J1649-3805,lfl+06,0.65,-2.16,-0.04,2006,
J1649-3935,ncb+15,J1649-3935,ncb+15,0.78,-3.57,-4.44,2015,
J1649-4349,mlc+01,J1649-4349,mlc+01,0.05,-1.41,4.32,2001,
J1649-4653,kbm+03,J1649-4653,kbm+03,-0.12,-1.78,3.87,2003,
J1649-4729,mlc+01,J1649-4729,mlc+01,-0.44,-5.24,-4.84,2001,
J1649-5553,ebvb01,J1649-5553,ebvb01,-1.44,-5.39,-1.68,2001,
J1649+80,slr+14,J1649+80,slr+14,1.57,2.35,9.53,2014,
J1650-1654,mld+96,J1650-1654,mld+96,0.31,0.05,7.50,1996,
J1650-4126,kbm+03,J1650-4126,kbm+03,0.17,-1.40,3.84,2003,
J1650-4341,kbm+03,J1650-4341,kbm+03,0.05,-1.68,3.44,2003,
J1650-4502,mlc+01,J1650-4502,mlc+01,-0.02,-1.30,4.80,2001,
J1650-4601,cwp+17,J1650-4601,cwp+17,-0.00,-0.00,8.50,2017,
J1650-4921,lfl+06,J1650-4921,lfl+06,-0.29,-2.05,3.61,2006,
B1648-17,mlt+78,J1651-1709,mlt+78,0.24,0.04,7.70,1978,
B1648-42,mlt+78,J1651-4246,mlt+78,0.08,-1.57,3.54,1978,
J1651-4519,kbm+03,J1651-4519,kbm+03,-0.06,-1.69,3.73,2003,
B1647-52,mlt+78,J1651-5222,mlt+78,-0.57,-2.64,2.83,1978,
B1647-528,mlt+78,J1651-5255,mlt+78,-0.56,-2.48,3.29,1978,
J1651-7642,jbo+09,J1651-7642,jbo+09,-3.15,-6.11,2.36,2009,
J1652-1400,jbo+09,J1652-1400,jbo+09,0.19,0.06,7.93,2009,
B1649-23,mlt+78,J1652-2404,mlt+78,0.73,-0.15,5.21,1978,
J1652+2651,fcwa95,J1652+2651,fcwa95,15.03,14.71,-5.02,1995,
J1652-4406,kkl+11,J1652-4406,kkl+11,-0.01,-1.62,3.65,2011,
J1652-48,kek+13,J1652-48,kek+13,-0.23,-1.65,4.44,2013,
J1653-2054,btb+15,J1653-2054,btb+15,0.65,-0.00,5.95,2015,
B1650-38,jlm+92,J1653-3838,jlm+92,0.31,-1.33,3.22,1992,
J1653-4030,lfl+06,J1653-4030,lfl+06,0.63,-4.62,-8.08,2006,
J1653-4249,mlc+01,J1653-4249,mlc+01,0.05,-1.34,4.22,2001,
J1653-4315,kbm+03,J1653-4315,kbm+03,0.03,-1.22,4.69,2003,
J1653-4854,kbm+03,J1653-4854,kbm+03,-0.86,-5.71,-5.58,2003,
J1654-23,bb10,J1654-23,bb10,0.88,-0.15,4.53,2010,
J1654-2713,lml+98,J1654-2713,lml+98,0.88,-0.43,3.66,1998,
J1654-3710,lfl+06,J1654-3710,lfl+06,1.33,-4.22,-10.00,2006,
J1654-4140,kbm+03,J1654-4140,kbm+03,0.10,-1.31,4.04,2003,
J1654-4245,kel+09,J1654-4245,kel+09,0.11,-3.18,-1.75,2009,
J1655-3048,ebvb01,J1655-3048,ebvb01,1.47,-1.43,-2.00,2001,
J1655-3844,eklk13,J1655-3844,eklk13,0.97,-4.59,-9.99,2013,
J1656+00,dsm+16,J1656+00,dsm+16,1.70,1.18,5.14,2016,
J1656-3621,lfl+06,J1656-3621,lfl+06,0.80,-2.23,-1.99,2006,
J1657-4432,kbm+03,J1657-4432,kbm+03,-0.08,-1.43,4.17,2003,
J1658-4306,kbm+03,J1658-4306,kbm+03,-0.02,-1.54,3.48,2003,
J1658-47,ncb+15,J1658-47,ncb+15,-1.13,-8.11,-13.46,2015,
J1658-4958,hfs+04,J1658-4958,hfs+04,-0.48,-2.31,2.89,2004,
J1658-5324,kcj+12,J1658-5324,kcj+12,-0.10,-0.37,7.71,2012,
B1657-13,dtws85,J1659-1305,dtws85,0.15,0.06,8.05,1985,
J1659-4316,kbm+03,J1659-4316,kbm+03,-0.05,-1.46,3.73,2003,
J1659-4439,kbm+03,J1659-4439,kbm+03,-0.30,-3.94,-3.55,2003,
J1700-3312,mld+96,J1700-3312,mld+96,0.71,-1.14,1.23,1996,
J1700-3611,lfl+06,J1700-3611,lfl+06,0.59,-1.82,-0.58,2006,
J1700-3919,hfs+04,J1700-3919,hfs+04,0.37,-2.79,-2.82,2004,
J1700-4012,lfl+06,J1700-4012,lfl+06,0.14,-1.66,2.09,2006,
J1700-4422,kjv+10,J1700-4422,kjv+10,-0.18,-2.33,1.22,2010,
J1700-4939,kbm+03,J1700-4939,kbm+03,-1.22,-5.76,-5.76,2003,
J1701-3006A,dlm+01,J1701-3006A,dlm+01,0.90,-0.78,1.55,2001,
J1701-3006B,pdm+03,J1701-3006B,pdm+03,0.90,-0.78,1.55,2003,
J1701-3006C,pdm+03,J1701-3006C,pdm+03,0.90,-0.78,1.55,2003,
J1701-3006D,cha03,J1701-3006D,cha03,0.90,-0.78,1.55,2003,
J1701-3006E,cha03,J1701-3006E,cha03,0.90,-0.78,1.55,2003,
J1701-3006F,cha03,J1701-3006F,cha03,0.90,-0.78,1.55,2003,
J1701-3130,ebvb01,J1701-3130,ebvb01,0.58,-0.68,3.34,2001,
B1658-37,jlm+92,J1701-3726,jlm+92,0.64,-2.74,-4.13,1992,
B1657-45,jlm+92,J1701-4533,jlm+92,-0.74,-6.26,-10.05,1992,
J1701-4958,eklk13,J1701-4958,eklk13,-0.91,-4.07,-1.48,2013,
J1702-3932,kbm+03,J1702-3932,kbm+03,0.37,-3.61,-6.22,2003,
J1702-4128,kbm+03,J1702-4128,kbm+03,0.01,-1.04,4.67,2003,
J1702-4217,hfs+04,J1702-4217,hfs+04,-0.03,-1.29,3.96,2004,
J1702-4306,kel+09,J1702-4306,kel+09,-0.07,-1.44,3.67,2009,
J1702-4310,kbm+03,J1702-4310,kbm+03,-0.06,-1.24,4.36,2003,
J1702-4428,kbm+03,J1702-4428,kbm+03,-0.33,-3.37,-2.11,2003,
B1700-18,vl72,J1703-1846,vl72,0.40,0.09,6.86,1972,
B1700-32,dls73,J1703-3241,dls73,0.30,-0.45,5.38,1973,
J1703-38,kle+10,J1703-38,kle+10,0.50,-3.09,-5.34,2010,
J1703-4442,kbm+03,J1703-4442,kbm+03,-0.18,-1.60,3.51,2003,
J1703-4851,mld+96,J1703-4851,mld+96,-0.32,-1.47,4.68,1996,
B1659-60,mlt+78,J1704-6016,mlt+78,-0.31,-0.79,7.15,1978,
J1705-04,kkl+15,J1705-04,kkl+15,0.08,0.05,8.31,2015,
B1702-19,mlt+78,J1705-1906,mlt+78,0.17,0.04,7.77,1978,
J1705-3423,mld+96,J1705-3423,mld+96,0.27,-0.62,4.72,1996,
J1705-3936,kbm+03,J1705-3936,kbm+03,0.15,-2.30,-1.13,2003,
J1705-3950,kbm+03,J1705-3950,kbm+03,0.04,-0.81,5.17,2003,
J1705-4108,kbm+03,J1705-4108,kbm+03,-0.00,-1.52,2.73,2003,
J1705-4331,kjv+10,J1705-4331,kjv+10,-0.09,-0.98,5.20,2010,
J1705-52,bbb+12,J1705-52,bbb+12,-1.09,-3.59,0.38,2012,
J1705-6135,kjv+10,J1705-6135,kjv+10,-1.18,-2.83,3.84,2010,
J1706-3839,kbm+03,J1706-3839,kbm+03,0.40,-3.85,-8.69,2003,
J1706-4310,kbm+03,J1706-4310,kbm+03,-0.42,-4.87,-8.21,2003,
J1706+59,slr+14,J1706+59,slr+14,2.38,3.23,8.39,2014,
J1706-6118,ebvb01,J1706-6118,ebvb01,-0.71,-1.70,5.66,2001,
B1703-40,jlm+92,J1707-4053,jlm+92,-0.01,-0.99,4.62,1992,
J1707-4341,kbm+03,J1707-4341,kbm+03,-0.43,-3.68,-3.94,2003,
J1707-4417,kle+10,J1707-4417,kle+10,-0.56,-4.10,-4.94,2010,
J1707-4729,kbm+03,J1707-4729,kbm+03,-0.93,-4.30,-3.59,2003,
J1708-3426,mld+96,J1708-3426,mld+96,0.28,-0.73,3.84,1996,
J1708-3506,kjv+10,J1708-3506,kjv+10,0.18,-0.55,5.23,2010,
J1708-3641,ncb+15,J1708-3641,ncb+15,0.42,-2.11,-2.60,2015,
J1708-3827,kbm+03,J1708-3827,kbm+03,0.40,-4.35,-11.60,2003,
J1708-4008,snt+97,J1708-4008,snt+97,0.00,-0.89,4.81,1997,
J1708-4522,hfs+04,J1708-4522,hfs+04,-1.21,-7.05,-13.49,2004,
J1708-52,bcm+15,J1708-52,bcm+15,-0.40,-1.28,5.50,2015,
B1701-75,mlt+78,J1708-7539,mlt+78,-0.46,-0.85,7.60,1978,
B1706-16,lvw69b,J1709-1640,lvw69b,0.13,0.05,7.96,1969,
J1709+2313,fcwa95,J1709+2313,fcwa95,1.16,1.29,7.18,1995,
J1709-3626,kbm+03,J1709-3626,kbm+03,0.59,-2.92,-7.35,2003,
J1709-3841,mlc+01,J1709-3841,mlc+01,0.06,-0.92,4.30,2001,
J1709-43,bbj+11,J1709-43,bbj+11,-0.19,-1.30,4.09,2011,
J1709-4342,kbm+03,J1709-4342,kbm+03,-0.25,-1.81,2.32,2003,
J1709-4401,bbb+12,J1709-4401,bbb+12,-0.19,-1.31,4.09,2012,
B1706-44,jlm+92,J1709-4429,jlm+92,-0.12,-0.76,6.02,1992,
J1710-2616,bbb+12,J1710-2616,bbb+12,0.74,-0.20,3.25,2012,
J1710-37,ncb+15,J1710-37,ncb+15,0.14,-1.17,2.57,2015,
J1710-4148,kbm+03,J1710-4148,kbm+03,-0.15,-1.86,1.38,2003,
J1710+49,slr+14,J1710+49,slr+14,0.30,0.40,8.40,2014,
B1709-15,dtws85,J1711-1509,dtws85,0.26,0.14,7.46,1985,
J1711-3826,kbm+03,J1711-3826,kbm+03,0.04,-0.85,4.44,2003,
J1711-4322,lfl+06,J1711-4322,lfl+06,-0.16,-1.09,4.67,2006,
B1707-53,mlt+78,J1711-5350,mlt+78,-0.66,-1.83,4.44,1978,
J1712-2715,ebvb01,J1712-2715,ebvb01,0.39,-0.15,5.38,2001,
J1712-391,bri+06,J1712-391,bri+06,-0.02,-0.96,4.25,2006,
J1712-392,bri+06,J1712-392,bri+06,-0.02,-1.07,3.77,2006,
J1713+0747,fwc93,J1713+0747,fwc93,0.52,0.53,7.53,1993,
J1713-3844,kbm+03,J1713-3844,kbm+03,0.02,-0.91,4.17,2003,
J1713-3949,cpkm02,J1713-3949,cpkm02,-0.03,-0.85,4.72,2002,
J1714-1054,jbo+09,J1714-1054,jbo+09,0.06,0.04,8.30,2009,
J1714-3810,hg10a,J1714-3810,hg10a,0.09,-2.59,-4.44,2010,
J1715-3247,kel+09,J1715-3247,kel+09,0.23,-0.48,4.49,2009,
J1715-3700,mlc+01,J1715-3700,mlc+01,0.08,-0.89,3.55,2001,
J1715-3859,lfl+06,J1715-3859,lfl+06,-0.03,-1.06,3.41,2006,
J1715-3903,kbm+03,J1715-3903,kbm+03,-0.02,-0.77,4.84,2003,
J1715-4034,kbm+03,J1715-4034,kbm+03,-0.09,-0.89,4.68,2003,
J1715-4254,hfs+04,J1715-4254,hfs+04,-0.84,-4.86,-9.59,2004,
J1716-3720,mlc+01,J1716-3720,mlc+01,0.05,-0.97,3.21,2001,
J1716-4005,eklk13,J1716-4005,eklk13,-0.11,-1.17,3.25,2013,
J1716-4111,kel+09,J1716-4111,kel+09,-0.14,-1.02,4.24,2009,
J1716-4711,bbb+12,J1716-4711,bbb+12,-1.97,-6.92,-12.24,2012,
J1717+03,dsm+16,J1717+03,dsm+16,0.47,0.48,7.46,2016,
B1714-34,jlm+92,J1717-3425,jlm+92,0.88,-3.43,-16.25,1992,
J1717-3737,kbm+03,J1717-3737,kbm+03,0.01,-0.79,4.23,2003,
J1717-3847,kbm+03,J1717-3847,kbm+03,-0.04,-0.99,3.59,2003,
J1717-3953,lfl+06,J1717-3953,lfl+06,-0.13,-1.42,2.02,2006,
J1717-4043,kbm+03,J1717-4043,kbm+03,-0.42,-3.21,-5.42,2003,
J1717-40435,kbm+03,J1717-40435,kbm+03,-0.46,-3.75,-7.66,2003,
B1713-40,jlm+92,J1717-4054,jlm+92,-0.24,-1.66,1.44,1992,
J1717-5800,ebvb01,J1717-5800,ebvb01,-2.24,-5.06,-1.29,2001,
J1718-3714,hfs+04,J1718-3714,hfs+04,0.02,-0.93,3.25,2004,
J1718-3718,hfs+04,J1718-3718,hfs+04,0.01,-0.69,4.64,2004,
J1718-3825,mlc+01,J1718-3825,mlc+01,-0.03,-0.67,5.07,2001,
J1718-41,ncb+15,J1718-41,ncb+15,-0.40,-2.66,-2.78,2015,
J1718-4539,lfl+06,J1718-4539,lfl+06,-1.10,-4.01,-4.65,2006,
J1719-1438,bbb+11a,J1719-1438,bbb+11a,0.08,0.05,8.17,2011,
J1719-23,bbb+12,J1719-23,bbb+12,0.70,0.13,3.44,2012,
B1715-40,jlm+92,J1719-4006,jlm+92,-0.26,-2.09,-1.04,1992,
J1719-4302,kbm+03,J1719-4302,kbm+03,-0.78,-3.39,-4.45,2003,
J1720+00,dsm+16,J1720+00,dsm+16,0.89,0.93,6.29,2016,
B1718-02,mlt+78,J1720-0212,mlt+78,0.77,0.77,6.40,1978,
B1717-16,stwd85,J1720-1633,stwd85,0.20,0.12,7.54,1985,
J1720+2150,fcwa95,J1720+2150,fcwa95,2.74,3.38,5.00,1995,
J1720-2446,bbb+12,J1720-2446,bbb+12,0.46,0.03,4.76,2012,
B1717-29,dls72,J1720-2933,dls72,0.08,-0.07,7.42,1972,
J1720-36,ncb+15,J1720-36,ncb+15,0.00,-0.62,4.77,2015,
J1720-3659,mlc+01,J1720-3659,mlc+01,0.01,-0.66,4.64,2001,
B1718-19,lbhb93,J1721-1936,lbhb93,1.45,0.72,0.05,1993,
J1721-1939,ebvb01,J1721-1939,ebvb01,0.93,0.47,2.98,2001,
J1721-2457,eb01b,J1721-2457,eb01b,0.16,0.01,7.14,2001,
J1721+35,ttol16,J1721+35,ttol16,1.05,1.41,7.66,2016,
B1718-35,jlm+92,J1721-3532,jlm+92,0.05,-0.67,3.95,1992,
B1718-32,dls72,J1722-3207,dls72,0.13,-0.28,5.59,1972,
B1718-36,jlm+92,J1722-3632,jlm+92,-0.00,-0.63,4.56,1992,
B1719-37,mlt+78,J1722-3712,mlt+78,-0.02,-0.41,6.05,1978,
J1722-4400,lfl+06,J1722-4400,lfl+06,-0.68,-2.36,-0.23,2006,
J1723-2837,fsk+04,J1723-2837,fsk+04,0.05,-0.03,7.78,2004,
J1723-2852,eklk13,J1723-2852,eklk13,0.33,-0.21,3.76,2013,
J1723-3659,mlc+01,J1723-3659,mlc+01,-0.02,-0.57,5.05,2001,
J1723-38,ncb+15,J1723-38,ncb+15,-0.14,-1.25,1.74,2015,
J1724-3149,hfs+04,J1724-3149,hfs+04,0.72,-1.56,-9.89,2004,
J1724-35,ekl09,J1724-35,ekl09,-0.00,-0.62,4.21,2009,
J1724-3505,mlc+01,J1724-3505,mlc+01,0.04,-0.89,1.78,2001,
J1724-4500,lfl+06,J1724-4500,lfl+06,-0.66,-2.00,1.45,2006,
J1725-0732,crh+06a,J1725-0732,crh+06a,0.05,0.05,8.31,2006,
J1725-2852,lfl+06,J1725-2852,lfl+06,0.28,-0.17,4.26,2006,
J1725-3546,mlc+01,J1725-3546,mlc+01,-0.01,-0.67,3.75,2001,
J1725-3848,kbm+03,J1725-3848,kbm+03,-0.13,-0.76,4.43,2003,
J1725-3853,mlb+12,J1725-3853,mlb+12,-0.10,-0.58,5.42,2012,
J1725-4043,kbm+03,J1725-4043,kbm+03,-0.23,-0.94,4.14,2003,
